9.7087,1.7204,101,4.8888
9.6154,1.7262,102,4.8418
9.5238,1.7398,103,4.7956
9.434,1.7511,104,4.7504
9.3458,1.749,105,4.706
9.2593,1.7524,106,4.6624
9.1743,1.7434,107,4.6197
9.0909,1.7479,108,4.5777
9.009,1.7265,109,4.5364
8.9286,1.7295,110,4.4959
8.8496,1.7267,111,4.4561
8.7719,1.7159,112,4.417
8.6957,1.7195,113,4.3786
8.6207,1.7309,114,4.3409
8.547,1.7097,115,4.3038
8.4746,1.7097,116,4.2673
8.4034,1.7129,117,4.2314
8.3333,1.7191,118,4.1962
8.2645,1.7114,119,4.1615
8.1967,1.7089,120,4.1274
8.1301,1.6954,121,4.0938
8.0645,1.6978,122,4.0608
8,1.7003,123,4.0283
7.9365,1.6866,124,3.9964
7.874,1.6796,125,3.9649
7.8125,1.6551,126,3.9339
7.7519,1.6631,127,3.9034
7.6923,1.6631,128,3.8734
7.6336,1.6723,129,3.8438
7.5758,1.6843,130,3.8147
7.5188,1.6884,131,3.786
7.4627,1.6754,132,3.7578
7.4074,1.6746,133,3.7299
7.3529,1.6733,134,3.7025
7.2993,1.668,135,3.6755
7.2464,1.6819,136,3.6489
7.1942,1.6808,137,3.6226
7.1429,1.6805,138,3.5967
7.0922,1.6904,139,3.5712
7.0423,1.7066,140,3.5461
6.993,1.7063,141,3.5213
6.9444,1.7278,142,3.4968
6.8966,1.7283,143,3.4727
6.8493,1.7344,144,3.4489
6.8027,1.7388,145,3.4255
6.7568,1.7295,146,3.4023
6.7114,1.7339,147,3.3795
6.6667,1.7336,148,3.3569
6.6225,1.7398,149,3.3347
6.5789,1.764,150,3.3128
6.5359,1.7668,151,3.2911
6.4935,1.7624,152,3.2698
6.4516,1.7664,153,3.2487
6.4103,1.7632,154,3.2278
6.3694,1.7679,155,3.2073
6.3291,1.7865,156,3.187
6.2893,1.7993,157,3.1669
6.25,1.7985,158,3.1471
6.2112,1.7899,159,3.1276
6.1728,1.7892,160,3.1083
6.135,1.7902,161,3.0892
6.0976,1.7847,162,3.0704
6.0606,1.8221,163,3.0518
6.0241,1.8148,164,3.0334
5.988,1.8385,165,3.0152
5.9524,1.8423,166,2.9973
5.9172,1.8421,167,2.9795
5.8824,1.8326,168,2.962
5.848,1.8383,169,2.9447
5.814,1.8374,170,2.9276
5.7803,1.8357,171,2.9106
5.7471,1.8332,172,2.8939
5.7143,1.8331,173,2.8774
5.6818,1.8388,174,2.861
5.6497,1.8407,175,2.8449
5.618,1.7752,176,2.8289
5.5866,1.7855,177,2.8131
5.5556,1.805,178,2.7975
5.5249,1.8047,179,2.782
5.4945,1.8219,180,2.7667
5.4645,1.8204,181,2.7516
5.4348,1.822,182,2.7366
5.4054,1.8464,183,2.7219
5.3763,1.8502,184,2.7072
5.3476,1.8488,185,2.6927
5.3191,1.8501,186,2.6784
5.291,1.8415,187,2.6642
5.2632,1.8375,188,2.6502
5.2356,1.8431,189,2.6363
5.2083,1.8429,190,2.6226
5.1813,1.8704,191,2.609
5.1546,1.8717,192,2.5956
5.1282,1.8644,193,2.5823
5.102,1.868,194,2.5691
5.0761,1.8782,195,2.5561
5.0505,1.9047,196,2.5431
5.0251,1.9002,197,2.5304
5,1.8914,198,2.5177
